c1,c2
0,-0.0152413179394179
1,0.487267027981146
2,0.3427916325195
3,-0.352059221062882
4,0.38164814873208
5,-0.526529531839983
6,-0.790547587504117
7,0.222550600944842
8,0.521591251605578
9,0.297631264683308
10,-0.683937512553571
11,0.421590863284342
12,0.107670905118736
13,0.0204862021983115
14,-0.204183155832806
15,-0.182894896325128
16,0.710614819969613
17,-0.380954984943399
18,-0.535141619627512
19,0.121959054002652
20,0.357924491727465
21,-0.127942716539806
22,1.12810627286177
23,0.644083085579668
24,0.833508459182636
25,0.812557730044671
26,-0.179456268802694
27,-1.95825308510349
28,0.889171355714299
29,-0.361389497862365
30,1.38309828137575
31,0.202481608042837
32,-0.790900036261319
33,-0.929267954220618
34,-0.391044144702222
35,-0.101108470541927
36,0.360147872884173
37,-0.656328272996827
38,0.996096492478673
39,0.642775466162834
40,-0.27693383437866
41,-1.4757371175309
42,-0.0509106338263782
43,0.186461827879557
44,0.574512486619026
45,-0.37116404858849
46,-0.55594356955559
47,0.488848326640196
48,0.636262056042957
49,-0.321915637720845
50,0.327844837450249
51,-0.092321348043972
52,0.0680399950331699
53,0.0372415662059645
54,-0.642089831375866
55,-0.6728384659418
56,0.0987593736234452
57,0.276964020169599
58,-0.876429992534687
59,0.436853235753473
60,-0.60439623275315
61,0.826890824107121
62,-0.161376690692596
63,-0.404209340942809
64,0.663133387868775
65,-0.145300068495238
66,0.0243702159216536
67,-1.32079744916143
68,-1.04571193350514
69,0.31266602175102
70,-0.553788895646037
71,0.167362965599735
72,0.305366521956827
73,-1.29717295939705
74,0.510874207786431
75,0.417121221499749
76,-0.338640606754498
77,0.570261052783733
78,-0.829751660031498
79,0.920104876381609
80,-0.144130135487273
81,-1.34985603581695
82,-0.993951185174031
83,-0.435677713409297
84,0.261154150118215
85,-0.841128763086771
86,-0.255457469266978
87,0.559389155974082
88,-0.433485120652381
89,-0.58416096382809
90,0.825263127400177
91,-0.36639343555887
92,0.138165006784658
93,0.188550102596157
94,0.207032812078784
95,-0.283344529883498
96,-0.337996602960431
97,-0.683566178722113
98,1.16098646528897
99,-0.0654350341333177
100,-0.834855111365838
101,0.812612698411352
102,0.420932492529862
103,-0.725873505292792
104,-1.14660475783452
105,0.295648615234097
106,0.202252898376024
107,0.152337383445458
108,-1.52785339920322
109,0.389096853841222
110,0.335138266860082
111,0.83598094389993
112,0.192767297064434
113,-0.609043129418946
114,-0.622128575185177
115,-1.00500781434291
116,1.12796141696873
117,-0.302828094750478
118,-0.567688763292856
119,-1.11691047032058
120,0.888827599442469
121,0.613492121489913
122,-0.471261880347924
123,0.675763194502951
124,-0.41554448614397
125,-0.396142123063842
126,-0.278876370111574
127,-0.924395063571453
128,-0.623616020821589
129,-0.0046199288308852
130,-0.261933355503154
131,-0.184325747492607
132,0.303253862979014
133,0.503632216732681
134,0.289049142917514
135,-0.637939272799842
136,0.596898518835899
137,0.415162346996
138,0.171547841254186
139,1.54651005896613
140,1.80458571320895
141,1.01291014584037
142,-0.799708717044976
143,0.358341260036126
144,0.666436318990791
145,0.624278015446884
146,-0.0691288730501763
147,1.77118782671129
148,-0.604012561985846
149,-0.176544751562273
150,-0.756712434178756
151,-0.484074529014639
152,-0.260323087963041
153,-0.283149405023561
154,0.695346930517843
155,-0.0422594435600254
156,0.0618276340381346
157,0.000981112396262707
158,1.0260711704568
159,0.802727559003692
160,-0.760880177616767
161,0.37820109621325
162,0.563607618232622
163,-0.340280350784977
164,-0.792340335457109
165,-0.0735718629780287
166,-0.148268579347928
167,-0.0432939550301712
168,-0.0683907864362847
169,-0.295688195388596
170,-1.20088426379636
171,-0.610459562949952
172,-0.307382309388883
173,-0.488025132131408
174,-1.07507313706594
175,-0.170144546845993
176,1.84498871465726
177,0.28431764080056
178,-0.600135983706926
179,-0.263548569615954
180,0.555064192014602
181,0.354858971650739
182,0.591115570004425
183,1.42587651016702
184,-0.872683004944232
185,0.100332483719397
186,-0.405555546072694
187,-0.215035598951358
188,-0.443017244525276
189,-0.445551357119461
190,-0.381642678224394
191,-1.61651560305996
192,-0.325020868551897
193,-0.751067510710935
194,0.0800511744215545
195,0.127937710885404
196,0.354498842352823
197,0.0180695383453879
198,-0.303289041129379
199,-0.0609054924773086
200,-0.390938429184724
201,0.40621946547556
202,0.817462797886554
203,-0.536748133800723
204,-0.0707299183433943
205,-0.369800720606266
206,-0.161886272041675
207,-0.215770408924198
208,1.1688663863242
209,0.683129782588223
210,-0.577906925467818
211,0.888608177413894
212,0.393174219454223
213,-0.682183162397894
214,0.758928752341131
215,-1.27159777037027
216,0.159927250176099
217,1.25302093972044
218,-0.942947219637796
219,-0.553243665849329
220,-0.845500786910951
221,0.189174421922052
222,-1.20037444487433
223,-0.063035710081372
224,-1.0566908998981
225,0.00305233951217207
